Course Code,Course Title,Units,Terms Offered,Description
MIL SCI 132,appli leadership small unit oper,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours examin role commun valu ethic play effect leadership platoon level topic cover includ ethic consider other emot intellig survey armi leadership doctrin there also ad emphasi improv student oral written commun abil
MIL SCI 141,the armi offic,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours explor applic mission command armi profess address dynam lead complex situat current militari oper student examin differ cultur militari law principl war rule engag face intern terror student also explor aspect interact organ civilian battlefield host nation support
MIL SCI 142,compani grade leadership,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours explor leadership complex oper environ appli armi oper concept doctrin conduct battl analysi brief research impact global partner threat challeng opportun ptco it introduc practic platoon leader knowledg unit relationship mainten suppli financ requir student examin art command use mission command scenario
MIL SCI 431,appli team leadership,3 Units,"Terms offered: Fall 2011, Fall 2010, Fall 2009",thi cours academ challeng cours studi practic appli fundament armi leadership officership armi valu ethic person develop small unit tactic team squad level
MIL SCI 432,leadership ethic,3 Units,"Terms offered: Spring 2012, Spring 2011, Spring 2010",thi cours examin role commun valu ethic play effect leadership topic cover includ ethic consider other spiritu militari survey armi leadership doctrin there also ad emphasi improv student oral written commun abil
MONGOLN 1A,elementari mongolian,5 Units,"Terms offered: Fall 2018, Fall 2016, Fall 2015",a begin mongolian cours dedic develop basic listen speak read standard khalkha mongolian write cyril script exposur tradit script
MONGOLN 1B,elementari mongolian,5 Units,Terms offered: Spring 2016,a continu mongolian cours continu train student basic listen speak read standard khalkha mongolian use cyril script introduc tradit script
MONGOLN 98,direct group studi lower divis student,1 - 4 Units,Terms offered: Prior to 2007,small group instruct topic cover regularli schedul cours
MONGOLN 99,independ studi lower divis student,1 - 4 Units,Terms offered: Prior to 2007,independ studi topic cover regularli schedul cours
MONGOLN 110,literari mongolian,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours introduc student literari mongolian phonet grammar vertic write system relat live spoken languag the cours emphas read text mongol vertic script as foundat student receiv basic introduct mongolian phonolog grammar well learn mongol vertic script write system standard system transcript after brief period introduct student
MONGOLN 116,the mongol empir,4 Units,"Terms offered: Fall 2022, Spring 2022, Fall 2020",thi cours examin mongol empir found chinggi khan we studi empir time found declin centuri the greater extent cours cover matter mongol conquest militari technolog method strategi logist event specif battl action these event frame context mongolian cultur scientif polit econom
MONGOLN C117,mongolian buddhism,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours cover histori mongolian buddhism incept yuan dynasti present the import mongolian buddhism greater dharma lie way priest also mean patron mongol aristocraci forg distinct tradit inner asia dissemin throughout world while maintain histor thread throughout cours examin
MONGOLN 118,modern mongolia,4 Units,"Terms offered: Fall 2020, Fall 2019, Fall 2018",thi cours examin modern histori mongolia begin mongol heritag imperi nomad uphold dual custom buddhist religion manchu qing dynast state discuss order came threaten ultim dissolv polit pressur impos modern thought certain govern espous with focus navig chao ensu
MONGOLN 198,direct group studi,1 - 4 Units,Terms offered: Prior to 2007,small group instruct cover regularli schedul cours
MONGOLN 199,independ studi,1 - 4 Units,Terms offered: Prior to 2007,independ studi topic cover regularli schedul cours
MONGOLN 298,direct studi graduat student,1 - 8 Units,Terms offered: Prior to 2007,special tutori seminar select topic cover avail cours seminar
MONGOLN 299,thesi prepar relat research,1 - 8 Units,Terms offered: Prior to 2007,supervis individu studi research
MONGOLN 601,individu studi master student,1 - 8 Units,Terms offered: Prior to 2007,individu studi comprehens languag requir consult graduat advis unit may use meet either unit resid requir master degre
MONGOLN 602,individu studi doctor student,1 - 8 Units,Terms offered: Prior to 2007,individu studi consult major field advis intend provid opportun qualifi student prepar variou examin requir candid
MPS 1,navig mathemat physic scienc,1 Unit,"Terms offered: Fall 2023, Fall 2022",thi cours offer support student mathemat physic scienc transit uc berkeley thi cours highlight relev resourc campu help student build commun sens belong student receiv peer mentorship chanc learn continu student graduat student faculti class curriculum internship research thi cours open
MPS 375,profession prepar supervis teach math physic scienc,2 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",mandatori first time gsi math physic astronomi ep topic includ pedagogi theori effect teach method educ object altern standard classroom method reciproc classroom visit guid group discuss we provid resourc tool feedback teach read pedagogi stem the discuss section devot discuss relev depart
MUSIC R1B,read write music,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours aim help student improv write skill take particular type music central materi the goal cours help student prepar academ write develop analyt skill appropri subject matter receiv introduct research paper depend topic cours may includ section one two hour listen music exampl group
MUSIC 14,vocal techniqu,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",a cours basic vocal techniqu student univers chorus cover techniqu breath pronunci articul
